grupo_id,n_registros,codigos,establecimiento_representativo,niveles,nombre_generico_sospechoso
146,2,"00-05-0458-45, 00-05-0458-46",CENTRO EDUCACIONAL MINERVA (CEDMA),"BASICO, DIVERSIFICADO",False
148,2,"00-05-0456-45, 00-05-2490-46",LICEO GUATEMALA JORNADA NOCTURNA E INTERMEDIA .,"BASICO, DIVERSIFICADO",False
149,2,"00-05-2946-45, 00-05-3067-46",CENTRO ESTUDIANTIL DE ENSEÑANZA MEDIA,"BASICO, DIVERSIFICADO",False
151,2,"00-05-8631-42, 00-05-8632-43",CENTRO EDUCATIVO CRSITIANO PIEDRECITAS VIVAS,"PARVULOS, PRIMARIA",False
366,2,"00-18-0013-42, 00-18-0014-43","COLEGIO ""EL FARO""","PARVULOS, PRIMARIA",False
367,2,"00-18-0053-42, 00-18-0054-43",CENTRO EDUCATIVO AMERICANO INTERNACIONAL,"PARVULOS, PRIMARIA",False
368,2,"00-18-0066-42, 00-18-0067-43",LICEO RICHARD STALLMAN,"PARVULOS, PRIMARIA",False
689,2,"01-08-1693-45, 01-08-1694-45",INEBE CON ORIENTACION OCUPACIONAL,BASICO,False
665,2,"01-08-0774-45, 01-08-0891-46",CENTRO ROSSEL EDUCATIVO,"BASICO, DIVERSIFICADO",False
670,2,"01-08-0927-42, 01-08-0928-43",COLEGIO SISTEMA EDUCATIVO INTEGRAL,"PARVULOS, PRIMARIA",False
678,2,"01-08-0897-46, 01-08-1054-46",CENTRO EDUCATIVO FE Y ALEGRÍA NO 44,DIVERSIFICADO,False
680,2,"01-08-1031-46, 01-08-1069-45","CENTRO EDUCATIVO MUNICIPAL ""CEM""","BASICO, DIVERSIFICADO",False
686,2,"01-08-1467-42, 01-08-1591-43",EPDP COLEGIO Y JARDIN INFANTIL 'NUESTRO MUNDO DE JUGUETE',"PARVULOS, PRIMARIA",False
687,2,"01-08-1483-42, 01-08-1613-43",COLEGIO EVANGELICO 'LLUVIAS DE GRACIA',"PARVULOS, PRIMARIA",False
688,2,"01-08-1488-42, 01-08-1648-43",COLEGIO PESTALOZZI,"PARVULOS, PRIMARIA",False
691,2,"01-08-1507-42, 01-08-1711-45",ESCUELA PARTICULAR MIXTA PABLO VI,"BASICO, PARVULOS",False
657,2,"01-08-0710-46, 01-08-0853-46",COLEGIO MIXTO SUPÉRATE,DIVERSIFICADO,False
695,2,"01-08-2653-42, 01-08-2655-42",EPDP ANEXA A 'ESCUELA FE Y ALEGRIA NO. 22',PARVULOS,False
698,2,"01-08-1461-42, 01-08-2773-43","JARDIN INFANTIL ""MUNDO ENCANTADO""","PARVULOS, PRIMARIA",False
699,2,"01-08-2908-45, 01-08-2914-46",CENTRO PEDAGOGICO 'SAN FRANCISCO',"BASICO, DIVERSIFICADO",False
700,2,"01-08-2919-43, 01-08-2919-45",COLEGIO MIXTO 'SANTA CATALINA LABOURE',"BASICO, PRIMARIA",False
701,2,"01-08-2436-43, 01-08-2936-42",COLEGIO MIXTO BILINGUE FANTASIAS INFANTILES,"PARVULOS, PRIMARIA",False
702,2,"01-08-2934-42, 01-08-2937-42",EPRM 'POR LA VIDA',PARVULOS,False
703,2,"01-08-2941-42, 01-08-3011-45",COLEGIO SAGRADA FAMILIA,"BASICO, PARVULOS",False
658,2,"01-08-0806-46, 01-08-0860-45",COLEGIO DE INFORMÁTICA IMB-PC,"BASICO, DIVERSIFICADO",False
654,2,"01-08-0219-42, 01-08-0841-43",COLEGIO MIXTO BILINGUE SAN CARLOS,"PARVULOS, PRIMARIA",False
705,2,"01-08-4166-46, 01-08-4168-45",LICEO CIENTIFICO EN COMPUTACION,"BASICO, DIVERSIFICADO",False
617,2,"01-08-0481-45, 01-08-0482-46",COLEGIO MIXTO NUEVA JERUSALÉN,"BASICO, DIVERSIFICADO",False
596,2,"01-08-0246-43, 01-08-0254-42",COLEGIO CAMINO DE LUZ,"PARVULOS, PRIMARIA",False
604,2,"01-08-0341-42, 01-08-0342-43",COLEGIO MIXTO GENESARET,"PARVULOS, PRIMARIA",False
605,2,"01-08-0214-46, 01-08-0349-46",ESCUELA NORMAL INTERCULTURAL,DIVERSIFICADO,False
608,2,"01-08-0405-42, 01-08-0406-43",CENTRO EDUCATIVO SENDERO,"PARVULOS, PRIMARIA",False
611,2,"01-08-0216-42, 01-08-0415-43",COLEGIO MUNDO VERDE,"PARVULOS, PRIMARIA",False
612,2,"01-08-0444-45, 01-08-0445-46",COLEGIO REY DE JUSTICIA,"BASICO, DIVERSIFICADO",False
615,2,"01-08-0459-42, 01-08-0460-43",CENTRO EDUCATIVO SAN ANTONIO,"PARVULOS, PRIMARIA",False
619,2,"01-08-0503-45, 01-08-0504-45",CENTRO DE FORMACIÓN EXTRAESCOLAR TIJOB'AL RUK'U'X NA'OJ,BASICO,False
643,2,"01-08-0757-43, 01-08-0758-42",CENTRO EDUCATIVO CONSTRUYENDO APRENDIZAJES CECA,"PARVULOS, PRIMARIA",False
620,2,"01-08-0510-43, 01-08-0511-42",CENTO EDUCATIVO FURLÁN,"PARVULOS, PRIMARIA",False
621,2,"01-08-0512-42, 01-08-0513-43",COLEGIO TECNOLÓGICO ISRAEL,"PARVULOS, PRIMARIA",False
630,2,"01-08-0563-45, 01-08-0627-45",COORDINACIÓN DEPARTAMENTAL DE TELESECUNDARIA DE GUATEMALA OCCIDENTE,BASICO,False
632,2,"01-08-0581-42, 01-08-0653-42","CENTRO EDUCATIVO ""FUENTE DE SABIDURÍA""",PARVULOS,False
635,2,"01-08-0034-46, 01-08-0698-45","CENTRO TECNICO VOCACIONAL ""WILLIAM CORNELIUS""","BASICO, DIVERSIFICADO",False
636,2,"01-08-0702-42, 01-08-0703-43","""COLEGIO CRISTIANO BILINGÜE""","PARVULOS, PRIMARIA",False
638,2,"01-08-0718-45, 01-08-0720-46",COLEGIO NAKBÉ,"BASICO, DIVERSIFICADO",False
704,2,"01-08-1712-45, 01-08-3027-46",COLEGIO MIXTO 'JUSTO RUFINO BARRIOS',"BASICO, DIVERSIFICADO",False
706,2,"01-08-4171-43, 01-08-4172-45",COLEGIO MIXTO 'INFANTE DEL MILAGRO',"BASICO, PRIMARIA",False
369,2,"00-18-0071-43, 00-18-0072-45",COLEGIO VILLA REAL ATLANTICO 1,"BASICO, PRIMARIA",False
788,2,"01-08-8632-42, 01-08-8633-45",LICEO FRANCES NUEVO MILENIO,"BASICO, PARVULOS",False
763,2,"01-08-6116-42, 01-08-7842-43",COLEGIO SUIZO AMERICANO SAN CRISTOBAL,"PARVULOS, PRIMARIA",False
772,2,"01-08-2891-46, 01-08-8187-42",LICEO COEDUCATIVO GUATEMALTECO,"DIVERSIFICADO, PARVULOS",False
773,2,"01-08-0292-43, 01-08-8241-42",COLEGIO DESTREZAS,"PARVULOS, PRIMARIA",False
776,2,"01-08-8310-42, 01-08-8311-43",COLEGIO MADRID,"PARVULOS, PRIMARIA",False
778,2,"01-08-8352-42, 01-08-8353-43",ESCUELA PARROQUIAL MIXTA SAN ANTONIO MARIA CLARET NO. 2,"PARVULOS, PRIMARIA",False
781,2,"01-08-8451-42, 01-08-8453-45",COLEGIO DE SEÑORITAS EL SAGRADO CORAZON EL NARANJO,"BASICO, PARVULOS",False
784,2,"01-08-8540-42, 01-08-8542-45",COLEGIO MIXTO SAN JUAN DIEGO,"BASICO, PARVULOS",False
792,2,"01-08-8776-45, 01-08-8777-46",CENTRO DE SERVICIOS EDUCATIVOS INTEGRALES,"BASICO, DIVERSIFICADO",False
758,2,"01-08-7704-42, 01-08-7705-43",COLEGIO MONTANA,"PARVULOS, PRIMARIA",False
795,2,"01-08-8835-45, 01-08-8836-45",CENTRO EDUCATIVO PRIVADO 'LICENCIADA YOLANDA DE SALAZAR',BASICO,False
796,2,"01-08-8893-42, 01-08-8894-43",CENTRO EDUCATIVO CRISTIANO LA PROMESA,"PARVULOS, PRIMARIA",False
797,2,"01-08-2846-43, 01-08-9023-46",CENTRO EDUCATIVO PRIVADO 'LICDA. YOLANDA DE SALAZAR',"DIVERSIFICADO, PRIMARIA",False
798,2,"01-08-9072-42, 01-08-9073-43",CENTRO EDUCATIVO LOS ENCINOS,"PARVULOS, PRIMARIA",False
809,2,"01-08-0896-46, 01-08-9345-45",CENTRO EDUCATIVO FE Y ALEGRÍA NO. 7,"BASICO, DIVERSIFICADO",False
812,2,"01-08-8452-43, 01-08-9356-46",COLEGIO DE SEÑORITAS 'EL SAGRADO CORAZON EL NARANJO',"DIVERSIFICADO, PRIMARIA",False
813,2,"01-08-9371-46, 01-08-9376-46","LICEO MIXTO EN COMPUTACION ""MONTELIMAR NO.2""",DIVERSIFICADO,False
760,2,"01-08-0606-42, 01-08-7763-45","CENTRO EDUCATIVO CRISTIANO ""EL VALLE DE LA SABIDURIA""","BASICO, PARVULOS",False
757,2,"01-08-7681-45, 01-08-7682-46",COLEGIO TECNICO CIENTIFICO,"BASICO, DIVERSIFICADO",False
707,2,"01-08-0145-46, 01-08-4235-45",COLEGIO MIXTO CRISTIANO JARDIN DEL EDEN,"BASICO, DIVERSIFICADO",False
723,2,"01-08-6614-41, 01-08-6615-43",COLEGIO MIXTO 'EL MENSAJERO DEL SABER',"PREPRIMARIA BILINGUE, PRIMARIA",False
709,2,"01-08-3074-42, 01-08-4274-42",COLEGIO SANTA RITA,PARVULOS,False
710,2,"01-08-4152-42, 01-08-4429-43",CENTRO DE EDUCACION INTEGRAL 'AKANYA',"PARVULOS, PRIMARIA",False
711,2,"01-08-4418-43, 01-08-4456-42",COLEGIO MIXTO CRISTIANO SHALOM,"PARVULOS, PRIMARIA",False
716,2,"01-08-6127-43, 01-08-6182-45",LICEO CRISTIANO GUATEMALTECO NUEVO AMANECER,"BASICO, PRIMARIA",False
718,2,"01-08-0746-46, 01-08-6255-43","COLEGIO MIXTO ""EL MANANTIAL""","DIVERSIFICADO, PRIMARIA",False
719,2,"01-08-6272-42, 01-08-6280-43",COLEGIO MIXTO LORENZETTI,"PARVULOS, PRIMARIA",False
722,2,"01-08-6494-42, 01-08-6495-43",COLEGIO MIXTO SAN MARTIN,"PARVULOS, PRIMARIA",False
724,2,"01-08-6658-45, 01-08-6659-46",LICEO SALAMANCA,"BASICO, DIVERSIFICADO",False
754,2,"01-08-7261-42, 01-08-7663-45",COLEGIO MIXTO MONTE EVEREST,"BASICO, PARVULOS",False
730,2,"01-08-6966-42, 01-08-6967-45",COLEGIO PRIVADO MIXTO 'PLAN CORDOVA',"BASICO, PARVULOS",False
731,2,"01-08-7058-42, 01-08-7059-45",COLEGIO JESUCRISTO ES EL SEÑOR,"BASICO, PARVULOS",False
740,2,"01-08-7272-42, 01-08-7273-43",COLEGIO MIXTO MI CASTILLO TORRE FUERTE,"PARVULOS, PRIMARIA",False
744,2,"01-08-7388-42, 01-08-7389-43",COLEGIO CRISTIANO BILINGUE 'TORRE FUERTE',"PARVULOS, PRIMARIA",False
746,2,"01-08-7466-42, 01-08-7467-43",COLEGIO BILINGUE ECOLOGICO ' VIDA',"PARVULOS, PRIMARIA",False
747,2,"01-08-7470-45, 01-08-7471-46",LICEO MIXTO 'EL PORVENIR',"BASICO, DIVERSIFICADO",False
752,2,"01-08-7621-42, 01-08-7622-43",COLEGIO EVANGELICO 'LA PERLITA',"PARVULOS, PRIMARIA",False
592,2,"01-08-0202-44, 01-08-0203-44",CENTRO DE EDUCACION EXTRAESCOLAR -PEAC-,PRIMARIA DE ADULTOS,False
590,2,"01-08-0173-42, 01-08-0174-43",CENTRO DE FORMACION INTEGRAL DOCTOR THEO BLOEM,"PARVULOS, PRIMARIA",False
589,2,"01-08-0166-46, 01-08-0167-45",LICEO CRISTIANO GUATEMALTECO NUEVO AMANECER,"BASICO, DIVERSIFICADO",False
467,2,"01-01-1161-42, 01-01-1248-45",ESCUELA PARTICULAR EXPERIMENTAL CRISTIANA 'EL VERBO',"BASICO, PARVULOS",False
449,2,"00-21-0013-42, 00-21-0014-43",CENTRO EDUCATIVO INTERPEDAGOGICO MUNDO CREATIVO,"PARVULOS, PRIMARIA",False
455,2,"00-21-1114-43, 00-21-1115-43",EOUM 'ANDRES GILBERTO CUXIL TOC',PRIMARIA,False
456,2,"00-21-1129-45, 00-21-1130-45",INEB JUSTO RUFINO BARRIOS,BASICO,False
457,2,"00-21-3141-42, 00-21-4752-43","COLEGIO MIXTO Y JARDIN INFANTIL ""GUATEMALA""","PARVULOS, PRIMARIA",False
458,2,"00-21-7066-43, 00-21-7067-46",CENTRO INDUSTRIAL 'JOSE FELIPE FLORES' ANEXO A EOUN 'REPUBLICA DE VENEZUELA',"DIVERSIFICADO, PRIMARIA",False
462,2,"00-21-9334-42, 00-21-9335-43",CENTRO EDUCATIVO FUTURA GENERACION C.E.F.G.,"PARVULOS, PRIMARIA",False
466,2,"01-01-1203-43, 01-01-1217-43",EOUM NO.603 'OSCAR DE LEON PALACIOS',PRIMARIA,False
468,2,"01-01-1249-46, 01-01-1250-46",INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO 'OSORIO SANDOVAL',DIVERSIFICADO,False
438,2,"00-19-0091-46, 00-19-7342-41","CENTRO EDUCATIVO CRISTIANO ""FUENTE DE VIDA""","DIVERSIFICADO, PREPRIMARIA BILINGUE",False
474,2,"01-02-2606-42, 01-02-2607-43",COLEGIO SAN ANTONIO DE PADUA,"PARVULOS, PRIMARIA",False
476,2,"01-02-1264-43, 01-02-6112-43",EORM NO.812,PRIMARIA,False
478,2,"01-02-6989-43, 01-02-6990-42",COLEGIO MIXTO 'EL DERECHO AL SABER',"PARVULOS, PRIMARIA",False
480,2,"01-02-7145-46, 01-02-7146-45",COLEGIO PALO ALTO,"BASICO, DIVERSIFICADO",False
483,2,"01-02-1260-43, 01-02-7549-43",EORM NO.819,PRIMARIA,False
485,2,"01-02-8003-43, 01-02-8004-42",COLEGIO NUEVO MILENIO DEL SABER,"PARVULOS, PRIMARIA",False
486,2,"01-02-8170-43, 01-02-8171-42",COLEGIO CRISTIANO CRECIENDO EN SABIDURIA,"PARVULOS, PRIMARIA",False
441,2,"00-19-1083-43, 00-19-8604-42",COLEGIO MIXTO EVANGELICO PENIEL,"PARVULOS, PRIMARIA",False
437,2,"00-19-0017-45, 00-19-7317-42",COLEGIO BILINGUE SAN CARLOS,"BASICO, PARVULOS",False
587,2,"01-08-0154-45, 01-08-0155-46",COLEGIO SUIZO AMERICANO SAN CRISTOBAL,"BASICO, DIVERSIFICADO",False
399,2,"00-18-1134-42, 00-18-7695-42","EODP ANEXA A EOUM NO. 76 ""FRAY IGNACIO BARNOYA""",PARVULOS,False
371,2,"00-18-0121-43, 00-18-0122-42","COLEGIO CRISTIANO ""NUEVO CAMINO""","PARVULOS, PRIMARIA",False
372,2,"00-18-0128-42, 00-18-0129-43",LICEO INTEGRAL APLICADO,"PARVULOS, PRIMARIA",False
375,2,"00-18-0149-46, 00-18-0150-45",COLEGIO BELLO AMANECER,"BASICO, DIVERSIFICADO",False
377,2,"00-18-0141-46, 00-18-0176-46","INSTITUTO EXPERIMENTAL DE EDUCACIÓN BÁSICA ""FE Y ALEGRIA NO. 5""",DIVERSIFICADO,False
393,2,"00-18-1034-43, 00-18-1060-45",'CENTRO EDUCATIVO INTEGRAL GIRON ALFARO (C.E.I.G.A.)',"BASICO, PRIMARIA",False
395,2,"00-18-1175-43, 00-18-1189-43",EOUM SAN RAFAEL LA LAGUNA II,PRIMARIA,False
396,2,"00-18-1048-43, 00-18-3162-42","COLEGIO EVANGELICO MIXTO EJERCITO DE SALVACION ""MAYA""","PARVULOS, PRIMARIA",False
400,2,"00-18-1207-43, 00-18-7751-43",EOUM NO.622 LOS PINOS,PRIMARIA,False
435,2,"00-19-1085-43, 00-19-1094-45",EPUM 'NUESTRA SEÑORA DE LA MEDALLA MILAGROSA',"BASICO, PRIMARIA",False
404,2,"00-18-7935-43, 00-18-7936-45",CENTRO EDUCATIVO EL MANANTIAL,"BASICO, PRIMARIA",False
407,2,"00-18-8453-46, 00-18-8711-43",LICEO MIXTO EVANGELICO FUENTE SAGRADA DEL SABER,"DIVERSIFICADO, PRIMARIA",False
415,2,"00-18-9215-46, 00-18-9216-46",COLEGIO PRIVADO MIXTO EN COMPUTACION 'FERMAT',DIVERSIFICADO,False
417,2,"00-18-9510-42, 00-18-9511-43",COLEGIO MIXTO LLANO LARGO,"PARVULOS, PRIMARIA",False
424,2,"00-19-0039-46, 00-19-0041-46",COLEGIO EVANGÉLICO MIXTO INNOVADOR,DIVERSIFICADO,False
427,2,"00-19-0035-46, 00-19-0056-46",COLEGIO BILINGÜE ESPECIALIZADO EN COMPUTACIÓN KAIROS,DIVERSIFICADO,False
429,2,"00-19-0080-45, 00-19-0081-46","COLEGIO EDUCATIVO LICDA. KIMBERLY MAZARIEGOS ENRÍQUEZ NO. 2""","BASICO, DIVERSIFICADO",False
487,2,"01-02-0054-45, 01-02-8694-46",COLEGIO MADRE DEL DIVINO PASTOR,"BASICO, DIVERSIFICADO",False
490,2,"01-02-9750-45, 01-02-9751-46",LICEO EDUCATIVO INTEGRAL,"BASICO, DIVERSIFICADO",False
491,2,"01-03-0039-43, 01-03-0040-43",EORM HOGAR SEGURO,PRIMARIA,False
565,2,"01-06-8876-46, 01-06-9068-45",INSTITUTO PARTICULAR MIXTO NOCTURNO 'DR. EPAMINONDAS QUINTANA',"BASICO, DIVERSIFICADO",False
552,2,"01-06-0154-45, 01-06-0155-45",LICEO CRISTIANO JEHOVÁ-RABÍ,BASICO,False
558,2,"01-06-0173-42, 01-06-0174-43",COLEGIO MIXTO VICENTINO MARÍA TERESA DE MARTÍNEZ SOBRAL,"PARVULOS, PRIMARIA",False
559,2,"01-06-0175-45, 01-06-0176-46",LICEO NAVARRA SOCIEDAD ANÓNIMA,"BASICO, DIVERSIFICADO",False
561,2,"01-06-1365-42, 01-06-1391-43",EPDP COLEGIO 'MARIANO Y RAFAEL CASTILLO CORDOVA',"PARVULOS, PRIMARIA",False
562,2,"01-06-0117-46, 01-06-1395-45",ESCUELA MARISTA,"BASICO, DIVERSIFICADO",False
563,2,"01-06-4388-42, 01-06-4400-43",CENTRO EDUCATIVO NUEVA FAMILIA,"PARVULOS, PRIMARIA",False
564,2,"01-06-6501-42, 01-06-6503-43",CENTRO DE EDUCACION INTEGRAL APRENDIENDO A VIVIR,"PARVULOS, PRIMARIA",False
568,2,"01-07-0051-46, 01-07-0062-46",INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA EN TECNOLOGÍA,DIVERSIFICADO,False
492,2,"01-03-0026-43, 01-03-0100-45",COLEGIO DE CAMPO (COUNTRY SCHOOL) NO. 2,"BASICO, PRIMARIA",False
570,2,"01-07-2933-42, 01-07-2996-45",LICEO MIXTO AGAPE,"BASICO, PARVULOS",False
573,2,"01-07-8325-42, 01-07-8326-43",CENTRO EDUCATIVO LO DE REYES FORJADOR DE GRANDES,"PARVULOS, PRIMARIA",False
574,2,"01-07-7607-42, 01-07-8486-45",CENTRO EDUCATIVO CRISTIANO MIXTO NUESTRA SEÑORA DEL ROSARIO,"BASICO, PARVULOS",False
577,2,"01-07-9855-42, 01-07-9856-43","LICEO CRISTIANO BILINGUE EN COMPUTACION ""KAIROS""","PARVULOS, PRIMARIA",False
581,2,"01-08-0025-42, 01-08-0026-43",CENTRO EDUCATIVO MIGUEL GALVEZ ACEVEDO,"PARVULOS, PRIMARIA",False
582,2,"01-08-0028-42, 01-08-0029-43",LICEO VALLE DE BENDICION,"PARVULOS, PRIMARIA",False
586,2,"01-08-0106-42, 01-08-0113-42",COLEGIO LOS PARTORCITOS,PARVULOS,False
550,2,"01-06-0069-46, 01-06-0143-46",INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DIVERSIFICADO,False
547,2,"01-06-0120-45, 01-06-0121-46",LICEO CRISTIANO ESTRELLA DE DAVID,"BASICO, DIVERSIFICADO",False
546,2,"01-06-0114-45, 01-06-0115-45",INEB INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA BRENDA ELIZABETH DEL CID MEDRANO,BASICO,False
545,2,"01-06-0112-42, 01-06-0113-43",LICEO SAN ÁNGEL II,"PARVULOS, PRIMARIA",False
495,2,"01-03-0013-46, 01-03-0121-46",INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DIVERSIFICADO,False
499,2,"01-03-0152-42, 01-03-0153-43",CENTRO EDUCATIVO KIBUTZ NO.2,"PARVULOS, PRIMARIA",False
502,2,"01-03-0162-43, 01-03-0163-45",NEWTON HOMESCHOOL,"BASICO, PRIMARIA",False
503,2,"01-03-0164-45, 01-03-0165-46",NEWTON HOMESCHOOL,"BASICO, DIVERSIFICADO",False
505,2,"01-03-0182-42, 01-03-0183-43",CENTRO EDUCATIVO EDUCA,"PARVULOS, PRIMARIA",False
508,2,"01-03-6618-45, 01-03-6619-46",INSTITUTO EN COMPUTACION SAN JOSE PINULA,"BASICO, DIVERSIFICADO",False
509,2,"01-03-7119-42, 01-03-7120-43",LICEO VALLE AZUL,"PARVULOS, PRIMARIA",False
513,2,"01-03-6676-43, 01-03-8000-43",EOUM NO.850,PRIMARIA,False
525,2,"01-05-0072-43, 01-05-0073-42",COLEGIO VALLE ENCANTADO,"PARVULOS, PRIMARIA",False
526,2,"01-05-0081-42, 01-05-0082-43","COLEGIO CRISTIANO ""CONSTRUYENDO GENERACIONES BRILLANTES""","PARVULOS, PRIMARIA",False
528,2,"01-05-0098-42, 01-05-0099-43",LICEO VALLE DEL ATLÁNTICO,"PARVULOS, PRIMARIA",False
532,2,"01-05-0085-41, 01-05-0128-43","COLEGIO MIXTO BILINGÜE ""LA MONTAÑITA""","PREPRIMARIA BILINGUE, PRIMARIA",False
537,2,"01-05-7306-42, 01-05-7307-43",COLEGIO MIXTO CAMPO DE LA ASUNCION,"PARVULOS, PRIMARIA",False
538,2,"01-05-8538-42, 01-05-8539-43",COLEGIO CRISTIANO DULCE ENSEÑANZA,"PARVULOS, PRIMARIA",False
543,2,"01-06-0072-45, 01-06-0073-45",INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA TIERRA NUEVA I,BASICO,False
1566,2,"04-07-0658-43, 04-07-2222-43",EORM,PRIMARIA,True
1567,2,"04-07-2237-45, 04-07-2239-46",CENTRO EDUCATIVO '20 DE MAYO',"BASICO, DIVERSIFICADO",False
1568,2,"04-07-2296-43, 04-07-2298-45",CENTRO EDUCATIVO DE DESARROLLO INTEGRAL 'FERNANDO STORELLI',"BASICO, PRIMARIA",False
2425,2,"12-02-0083-43, 12-02-2838-43",EORM,PRIMARIA,True
2413,2,"12-01-3101-43, 12-01-3292-43",EDAC - PRONADE -,PRIMARIA,False
2414,2,"12-01-0048-46, 12-01-3930-45","INSTITUTO NORMAL MIXTO DE OCCIDENTE ""JUSTO RUFINO BARRIOS""","BASICO, DIVERSIFICADO",False
2417,2,"12-01-0201-46, 12-01-4704-46",ESCUELA NORMAL DE EDUCACIÓN FÍSICA,DIVERSIFICADO,False
2418,2,"12-02-0051-43, 12-02-0104-43","EORM ""MARIA FLORES RIVERA DE MENDEZ PEÑA""",PRIMARIA,False
2420,2,"12-02-0116-42, 12-02-0118-43","COLEGIO PRIVADO MIXTO ""SPENCER KIDS""","PARVULOS, PRIMARIA",False
2422,2,"12-02-0050-42, 12-02-0180-43",COLEGIO EL VALLE,"PARVULOS, PRIMARIA",False
2423,2,"12-02-0110-45, 12-02-0219-45",INSTITUTO DE EDUCACION BASICA POR COOPERATIVA,BASICO,False
2426,2,"12-02-3693-45, 12-02-3694-46",INSTITUTO PARTICULAR MIXTO MINERVA,"BASICO, DIVERSIFICADO",False
2411,2,"12-01-0024-43, 12-01-1164-43",EORM,PRIMARIA,True
2427,2,"12-02-3676-42, 12-02-3894-43",EODP ANEXA A EORM,"PARVULOS, PRIMARIA",False
2429,2,"12-02-4634-42, 12-02-4638-43",COLEGIO PRIVADO URBANO MIXTO PRINCIPIOS EDUCATIVOS CON VALORES INTEGRALES,"PARVULOS, PRIMARIA",False
2431,2,"12-04-0116-46, 12-04-0211-46",COLEGIO PRIVADO DE EDUCACIÓN BÁSICA Y DIVERSIFICADA JUAN DIEGO,DIVERSIFICADO,False
2433,2,"12-04-0150-41, 12-04-1173-41",COPB ANEXA A EORM,PREPRIMARIA BILINGUE,False
2435,2,"12-04-0042-43, 12-04-4611-43",EORM,PRIMARIA,True
2437,2,"12-06-0309-43, 12-06-2986-43",EORM,PRIMARIA,True
2438,2,"12-06-4765-41, 12-06-4982-42",EDAC -PROANDE- ANEXA,"PARVULOS, PREPRIMARIA BILINGUE",False
2412,2,"12-01-1256-43, 12-01-3290-43",EDAC - PRONADE -,PRIMARIA,False
2410,2,"12-01-0204-43, 12-01-0205-42",COLEGIO ADVENTISTA DE OCCIDENTE SHALOM,"PARVULOS, PRIMARIA",False
2441,2,"12-07-0119-42, 12-07-0138-42",EODP ANEXA A EORM,PARVULOS,False
2388,2,"11-06-0838-42, 11-06-1348-42",EODP ANEXA A EORM,PARVULOS,False
2377,2,"11-06-0022-42, 11-06-0835-42",EODP ANEXA A EORM,PARVULOS,False
2378,2,"11-06-0164-43, 11-06-0869-43",EORM,PRIMARIA,True
2379,2,"11-06-0837-42, 11-06-0872-42",EODP ANEXA A EORM,PARVULOS,False
2383,2,"11-06-1021-43, 11-06-1022-43",EORM,PRIMARIA,True
2385,2,"11-06-0157-43, 11-06-1064-43",EORM,PRIMARIA,True
2386,2,"11-06-0027-45, 11-06-1153-45",INEB DE TELESECUNDARIA,BASICO,False
2387,2,"11-06-1101-41, 11-06-1211-41",COPB ANEXA A EORM,PREPRIMARIA BILINGUE,False
2389,2,"11-06-1349-42, 11-06-1462-42",EODP ANEXA A EORM,PARVULOS,False
2409,2,"12-01-0178-46, 12-01-0193-45",CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,"BASICO, DIVERSIFICADO",False
2390,2,"11-06-0834-42, 11-06-1464-42",EODP,PARVULOS,True
2392,2,"11-07-0196-43, 11-07-0811-45",CENTRO EXPERIMENTAL DEL PACIFICO,"BASICO, PRIMARIA",False
2393,2,"11-07-1144-43, 11-07-1168-42",EDAC -PRONADE-,"PARVULOS, PRIMARIA",False
2394,2,"11-08-0033-43, 11-08-0034-43",EORM,PRIMARIA,True
2396,2,"11-08-0078-45, 11-08-0079-46",COLEGIO GÉNESIS,"BASICO, DIVERSIFICADO",False
2397,2,"11-08-1240-42, 11-08-1241-43",EDAC -PRONADE-,"PARVULOS, PRIMARIA",False
2402,2,"12-01-0051-45, 12-01-0051-46",COLEGIO PRIVADO MIXTO BACHILLERATO POR MADURES,"BASICO, DIVERSIFICADO",False
2440,2,"12-07-0013-42, 12-07-0020-42",EODP ANEXA A EORM,PARVULOS,False
2442,2,"12-07-0136-42, 12-07-0188-42",EODP ANEXA A EORM,PARVULOS,False
2375,2,"11-06-0150-43, 11-06-0155-43",EORM,PRIMARIA,True
2480,2,"12-10-0107-42, 12-10-5464-42",EODP ANEXA A EORM,PARVULOS,False
2470,2,"12-09-0047-43, 12-09-0089-43",EORM,PRIMARIA,True
2471,2,"12-09-0451-43, 12-09-3007-43",EORM,PRIMARIA,True
2474,2,"12-10-0097-40, 12-10-0100-40",CENTRO COMUNITARIO DE DESARROLLO INFANTIL INTEGRAL CECODII,INICIAL,False
2475,2,"12-10-0490-43, 12-10-2881-43",EORM,PRIMARIA,True
2476,2,"12-10-1278-42, 12-10-3008-42",EODP ANEXA A EORM,PARVULOS,False
2477,2,"12-10-0025-43, 12-10-4703-43",EOUM,PRIMARIA,True
2479,2,"12-10-0001-42, 12-10-5206-42",EODP ANEXA A EOUM,PARVULOS,False
2483,2,"12-11-0035-46, 12-11-0045-46",INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,DIVERSIFICADO,False
