grupo_id,n_registros,codigos,establecimiento_representativo,niveles,nombre_generico_sospechoso
1254,2,"01-17-6544-42, 01-17-6545-43",COLEGIO PRIVADO MIXTO 'SAN ANDRES',"PARVULOS, PRIMARIA",False
1301,2,"02-01-0639-43, 02-01-0640-42",COLEGIO EVANGELICO TORRE FUERTE,"PARVULOS, PRIMARIA",False
1304,2,"02-03-0104-45, 02-03-0107-46","ESCUELA TECNICA PROFESIONAL ""MOISES LIRA SERAFIN""","BASICO, DIVERSIFICADO",False
1305,2,"02-03-0054-46, 02-03-0115-45",COLEGIO PRIVADO MIXTO DE EDUCACION BASICA SAN AGUSTIN ACASAGUASTLAN -COMEBSA-,"BASICO, DIVERSIFICADO",False
1375,2,"03-02-0042-42, 03-02-0048-46","CENTRO SOCIOEDUCATIVO ""LICENCIADO MAGNO RUDY ROMERO AREVALO""","DIVERSIFICADO, PARVULOS",False
1355,2,"03-01-1066-42, 03-01-1067-43",ESCUELA ESPECIAL OBRAS SOCIALES DEL HERMANO PEDRO,"PARVULOS, PRIMARIA",False
1361,2,"03-01-0096-46, 03-01-1201-46",CENTRO EDUCACIONAL VALLE VERDE,DIVERSIFICADO,False
1362,2,"03-01-1127-46, 03-01-1202-45",COLEGIO MIXTO PREUNIVERSITARIO GALILEO GALILEI,"BASICO, DIVERSIFICADO",False
1365,2,"03-01-0050-43, 03-01-1290-42",CENTRO PEDAGOGICO ANTIGUEÑO,"PARVULOS, PRIMARIA",False
1369,2,"03-01-1084-42, 03-01-1383-44",LICEO MIXTO NUESTRA SEÑORA DE FATIMA,"PARVULOS, PRIMARIA DE ADULTOS",False
1370,2,"03-01-0107-43, 03-01-1386-42",COLEGIO JARDIN INFANTIL MIS PEQUEÑOS ANGELITOS Y COLEGIO SAN GABRIEL,"PARVULOS, PRIMARIA",False
1372,2,"03-01-0285-45, 03-01-1398-46",TECNOLOGICO MODERNO CENTRO EDUCACIONAL,"BASICO, DIVERSIFICADO",False
1378,2,"03-02-0012-43, 03-02-0222-43",EOUM DR. VICTOR MANUEL ASTURIAS CASTAÑEDA,PRIMARIA,False
1309,2,"02-03-0099-45, 02-03-0255-45",NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED,BASICO,False
1379,2,"03-02-0783-43, 03-02-0784-42",COLEGIO MIXTO INTEGRAL NUESTRA SEÑORA DEL CARMEN,"PARVULOS, PRIMARIA",False
1381,2,"03-02-0271-43, 03-02-0894-45",COLEGIO MIXTO MONTESSORI,"BASICO, PRIMARIA",False
1384,2,"03-02-1252-42, 03-02-1253-43",COLEGIO CENTRO EDUCATIVO SANTA CRUZ,"PARVULOS, PRIMARIA",False
1386,2,"03-03-0012-42, 03-03-0013-43",CENTRO EDUCATIVO MONTE VERDE,"PARVULOS, PRIMARIA",False
1388,2,"03-04-0003-43, 03-04-0025-42",CENTRO EDUCATIVO TERRA MAYA EMANUEL TEM,"PARVULOS, PRIMARIA",False
1390,2,"03-04-0062-45, 03-04-0063-46",CENTRO EDUCATIVO INTEGRAL GLO-A-MIEL CAMPUS ALTIPLANO,"BASICO, DIVERSIFICADO",False
1391,2,"03-04-0300-42, 03-04-0370-42",EODP ANEXA A EOUM,PARVULOS,False
1354,2,"03-01-1058-43, 03-01-1059-45",COLEGIO PRE-UNIVERSITARIO ANTIGUEÑO MUNDO VERDE,"BASICO, PRIMARIA",False
1352,2,"03-01-1020-42, 03-01-1031-43",COLEGIO BILINGUE CINDERELLA,"PARVULOS, PRIMARIA",False
1351,2,"03-01-0884-43, 03-01-1030-42",COLEGIO SAN ESTANISLAO DE KOSTKA,"PARVULOS, PRIMARIA",False
1348,2,"03-01-0078-45, 03-01-0991-42",COLEGIO KAYALA,"BASICO, PARVULOS",False
1310,2,"02-03-0498-43, 02-03-0590-43",EDAC -PRONADE-,PRIMARIA,False
1312,2,"02-05-0019-46, 02-05-0020-45",INSTITUTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,"BASICO, DIVERSIFICADO",False
1314,2,"02-06-0024-46, 02-06-0025-45",INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,"BASICO, DIVERSIFICADO",False
1316,2,"02-06-0464-42, 02-06-0466-42",EODP ANEXA A EORM,PARVULOS,False
1317,2,"02-06-0019-45, 02-06-0696-46",INSTITUTO MUNICIPAL DE EDUCACIÓN BASICA Y BACHILLERATO POR MADUREZ SANSARE,"BASICO, DIVERSIFICADO",False
1319,2,"02-07-0200-46, 02-07-0268-46",COLEGIO EL ROSARIO,DIVERSIFICADO,False
1322,2,"02-07-0536-46, 02-07-0721-45","INSTITUTO DE EDUCACIÓN MEDIA POR COOPERATIVA ""SANARATE""","BASICO, DIVERSIFICADO",False
1323,2,"02-07-0199-45, 02-07-0754-46",COLEGIO PRIVADO MIXTO DE CIENCIAS COMERCIALES SANARATE,"BASICO, DIVERSIFICADO",False
1325,2,"02-08-0007-42, 02-08-0009-43","EODP CASERÍO SANTA CRUZ, ALDEA EL CARRIZO","PARVULOS, PRIMARIA",False
1326,2,"02-08-0008-42, 02-08-0010-43","EODP CASERÍO LA ESTACIÓN, ALDEA AGUA CALIENTE","PARVULOS, PRIMARIA",False
1327,2,"03-01-0039-43, 03-01-0040-43",EORM,PRIMARIA,True
1330,2,"03-01-0102-46, 03-01-0134-46",COLEGIO LICEO ANTIGUEÑO,DIVERSIFICADO,False
1335,2,"03-01-0209-45, 03-01-0210-46",COLEGIO ANTIGUA,"BASICO, DIVERSIFICADO",False
1338,2,"03-01-0119-46, 03-01-0218-45",INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,"BASICO, DIVERSIFICADO",False
1347,2,"03-01-0961-42, 03-01-0962-43",CENTRO EDUCATIVO 'ABC',"PARVULOS, PRIMARIA",False
821,2,"01-08-9569-42, 01-08-9570-43",CENTRO EDUCATIVO FUNDAL,"PARVULOS, PRIMARIA",False
815,2,"01-08-6672-46, 01-08-9422-45",INSTITUTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ GUATEMALTECO HOLANDES,"BASICO, DIVERSIFICADO",False
2743,2,"13-25-5186-43, 13-25-5293-43",EDAC - PRONADE -,PRIMARIA,False
279,2,"00-11-9424-42, 00-11-9740-43",CENTRO ESCOLAR 'ALTAMIRA',"PARVULOS, PRIMARIA",False
265,2,"00-11-2936-45, 00-11-2938-46",COLEGIO MIXTO BILINGUE 'SANTA MARIA',"BASICO, DIVERSIFICADO",False
266,2,"00-11-2991-42, 00-11-2991-45",COLEGIO MIXTO CRISTIANO 'NUEVA CREACION',"BASICO, PARVULOS",False
267,2,"00-11-2992-42, 00-11-2992-43",COLEGIO MIXTO NUESTRA SEÑORA DE LAS ROSAS,"PARVULOS, PRIMARIA",False
268,2,"00-11-3068-43, 00-11-3077-42",COLEGIO JARDIN INFANTIL JIREH,"PARVULOS, PRIMARIA",False
270,2,"00-11-3135-43, 00-11-7815-46",COLEGIO CENTRO DE ASISTENCIA Y REFUERZO ESCOLAR CARES,"DIVERSIFICADO, PRIMARIA",False
273,2,"00-11-8914-45, 00-11-8915-46",COLEGIO INTEGRAL GUATEMALTECO S.A (CIGSSA),"BASICO, DIVERSIFICADO",False
278,2,"00-11-8449-46, 00-11-9621-43",INST. PARTICULAR MIXTO DIURNO Y NOCTURNO 'LIC. EMILIO ARENALES CATALAN',"DIVERSIFICADO, PRIMARIA",False
282,2,"00-12-0079-42, 00-12-0080-43",CENTRO EDUCATIVO EMILENO,"PARVULOS, PRIMARIA",False
261,2,"00-11-2264-43, 00-11-2344-45","COLEGIO BILINGUE ""MONTE AMERICANO""","BASICO, PRIMARIA",False
283,2,"00-12-0110-45, 00-12-0111-46","CENTRO DE EDUCACION EXTRAESCOLAR ""SINTUSAC""","BASICO, DIVERSIFICADO",False
284,2,"00-12-0026-45, 00-12-0117-46",COLEGIO EL MUNDO DE LOS NIÑOS (KIDS WORLD),"BASICO, DIVERSIFICADO",False
285,2,"00-12-0134-45, 00-12-0135-46",LICEO CANADIENSE SOCIEDAD ANÓNIMA,"BASICO, DIVERSIFICADO",False
286,2,"00-12-0069-45, 00-12-0143-46",LICEO SIN FRONTERAS GUATEMALA,"BASICO, DIVERSIFICADO",False
288,2,"00-12-0128-45, 00-12-0161-46",INSTITUTO TÉCNICO VOCACIONAL PRIVADO EMILIANI,"BASICO, DIVERSIFICADO",False
289,2,"00-12-0872-42, 00-12-0895-43",COLEGIO PRIVADO '12 DE OCTUBRE',"PARVULOS, PRIMARIA",False
292,2,"00-12-3002-45, 00-12-3002-46",COLEGIO PROFESIONAL EN COMPUTACION S.A.,"BASICO, DIVERSIFICADO",False
262,2,"00-11-2357-46, 00-11-2536-43",COLEGIO PROFESIONAL EN COMPUTACION S.A.,"DIVERSIFICADO, PRIMARIA",False
260,2,"00-11-2269-43, 00-11-2272-46",COLEGIO SAN JORGE CENTRO EDUCATIVO DE DESARROLLO INDIVIDUAL,"DIVERSIFICADO, PRIMARIA",False
294,2,"00-12-3056-42, 00-12-3056-43",COLEGIO MIXTO BILINGUE SANTA ELISA,"PARVULOS, PRIMARIA",False
242,2,"00-09-6929-43, 00-09-6997-42",COLEGIO ESPAÑOL DE GUATEMALA 'PRINCIPE DE ASTURIAS',"PARVULOS, PRIMARIA",False
215,2,"00-07-7831-45, 00-07-7832-46",COLEGIO DE INFORMATICA IMB-PC N0.1,"BASICO, DIVERSIFICADO",False
217,2,"00-07-8057-42, 00-07-8058-43",LICEO PSICOPEDAGOGICO EL CAMINANTE,"PARVULOS, PRIMARIA",False
218,2,"00-07-8236-45, 00-07-8238-46",LICEO MIXTO 'ALBERT EINSTEIN',"BASICO, DIVERSIFICADO",False
222,2,"00-07-0660-46, 00-07-8553-44",INSTITUTO MIXTO PRIVADO EL MAESTRO AMIGO,"DIVERSIFICADO, PRIMARIA DE ADULTOS",False
226,2,"00-07-0040-46, 00-07-8805-46",COLEGIO MIXTO DURUELO,DIVERSIFICADO,False
231,2,"00-07-0036-46, 00-07-9358-45",CENTRO EDUCATIVO TECNICO LABORAL KINAL,"BASICO, DIVERSIFICADO",False
239,2,"00-09-0011-46, 00-09-0015-46",ESCUELA DE ESTUDIOS PENITENCIARIO,DIVERSIFICADO,False
248,2,"00-10-2827-42, 00-10-2842-43",INSTITUTO PRIVADO MIXTO DE EDUCACION PRE-PRIMARIA LICEO MINERVA,"PARVULOS, PRIMARIA",False
259,2,"00-11-0002-45, 00-11-0851-46",COLEGIO SAN PATRICIO,"BASICO, DIVERSIFICADO",False
249,2,"00-10-2526-43, 00-10-2947-45",COLEGIO MIXTO 'JOSE GUILLERMO SANTOS HERARTE',"BASICO, PRIMARIA",False
250,2,"00-10-3055-45, 00-10-3062-46",COLEGIO CIUDAD VIEJA,"BASICO, DIVERSIFICADO",False
251,2,"00-10-8407-42, 00-10-8408-43",COLEGIO INTERNACIONAL S.E.K.,"PARVULOS, PRIMARIA",False
252,2,"00-10-8939-45, 00-10-8940-46",CENTRO EDUCATIVO SUPERACION 'GALILEO,"BASICO, DIVERSIFICADO",False
253,2,"00-11-0059-42, 00-11-0066-43","CENTRO EDUCATIVO MI SEGUNDO HOGAR ""SECOND HOME""","PARVULOS, PRIMARIA",False
255,2,"00-11-0093-45, 00-11-0097-46",COLEGIO CRECEMOS+,"BASICO, DIVERSIFICADO",False
257,2,"00-11-0075-43, 00-11-0794-42",JARDIN INFANTIL LOLA CARRERA DE SCHLESINGER,"PARVULOS, PRIMARIA",False
293,2,"00-12-3018-45, 00-12-3018-46",LICEO JOSE FRANCISCO BARRUNDIA,"BASICO, DIVERSIFICADO",False
295,2,"00-12-2994-42, 00-12-4658-45",COLEGIO MIXTO EVANGELICO EXTASIS,"BASICO, PARVULOS",False
209,2,"00-07-3031-46, 00-07-7265-46",LICEO MIXTO ALBERT EINSTEIN (POR MADUREZ),DIVERSIFICADO,False
348,2,"00-16-8612-44, 00-16-8613-45",COLEGIO INTEGRADO DE COMPUTACION LA ASUNCION,"BASICO, PRIMARIA DE ADULTOS",False
333,2,"00-14-0016-45, 00-14-0017-46",CENTRO DE EDUCACIÓN CREATIVA TOSCANA,"BASICO, DIVERSIFICADO",False
334,2,"00-14-2574-45, 00-14-4455-46",COLEGIO CRISTIANO BILINGUE EL SHADDAI,"BASICO, DIVERSIFICADO",False
335,2,"00-14-4456-43, 00-14-6941-42",COLEGIO GUATEMALTECO INTEGRAL LOS ALAMOS,"PARVULOS, PRIMARIA",False
336,2,"00-14-7103-42, 00-14-7104-43",COLEGIO BRITANICO GUATEMALTECO,"PARVULOS, PRIMARIA",False
337,2,"00-14-8846-45, 00-14-8847-46",COLEGIO SAN IÑIGO,"BASICO, DIVERSIFICADO",False
343,2,"00-15-8835-45, 00-15-9304-46",CENTRO EDUCATIVO TERRA NOVA,"BASICO, DIVERSIFICADO",False
347,2,"00-16-8610-45, 00-16-8611-46",CENTRO ACADEMICO SANTA VICTORIA,"BASICO, DIVERSIFICADO",False
350,2,"00-17-0005-42, 00-17-0006-43",COLEGIO VILLA LUZ,"PARVULOS, PRIMARIA",False
330,2,"00-13-7554-45, 00-13-9126-46",ESCUELA EXPERIMENTAL CON ORIENTACION OCUPACIONAL VILLA DE LOS NIÑOS,"BASICO, DIVERSIFICADO",False
353,2,"00-17-1153-42, 00-17-2302-45",COLEGIO BILINGUE 'LOURDES',"BASICO, PARVULOS",False
354,2,"00-17-2964-42, 00-17-2964-43",COLEGIO MIXTO JUAN BAUTISTA ALBERDI,"PARVULOS, PRIMARIA",False
355,2,"00-17-2949-45, 00-17-7031-42",CENTRO EDUCATIVO DEL NORTE C.E.N.,"BASICO, PARVULOS",False
356,2,"00-17-7082-42, 00-17-7083-43",COLEGIO MIXTO 'EL MAESTRO',"PARVULOS, PRIMARIA",False
357,2,"00-17-1000-42, 00-17-8476-42",EODP ANEXA A EOUM NO.85,PARVULOS,False
360,2,"00-17-9165-42, 00-17-9166-43",COLEGIO CENTRO JUVENIL TECNOLOGICO,"PARVULOS, PRIMARIA",False
365,2,"00-18-0006-42, 00-18-0007-43",COLEGIO PRIVADO PROCEDI PROYECTO DE COOPERACION EDUCATIVA Y DE DESARROLLO INTEGRAL,"PARVULOS, PRIMARIA",False
331,2,"00-13-0691-46, 00-13-9682-46",INSTITUTO DE BACHILLERATO EN COMPUTACION -IBC-,DIVERSIFICADO,False
329,2,"00-13-7021-43, 00-13-9038-45",LICEO CRISTIANO ELOHIM,"BASICO, PRIMARIA",False
297,2,"00-12-7428-43, 00-12-7429-43",EOUM 'MEZQUITAL II',PRIMARIA,False
317,2,"00-13-0919-43, 00-13-0924-43",EOUM DE APLICACION NO.16 REPUBLICA DE BOLIVIA,PRIMARIA,False
298,2,"00-12-7444-43, 00-12-7445-43",EOUM NO. 824 PERONIA,PRIMARIA,False
300,2,"00-12-3092-43, 00-12-7687-43",EOUM,PRIMARIA,True
303,2,"00-12-8116-45, 00-12-8117-46",COLEGIO EN COMPUTACION VILLALOBOS,"BASICO, DIVERSIFICADO",False
305,2,"00-12-7546-45, 00-12-8474-46",COLEGIO MIXTO SANTA ELISA,"BASICO, DIVERSIFICADO",False
309,2,"00-12-9053-43, 00-12-9056-42",CENTRO EDUCATIVO 'LOS CEDROS DEL SUR',"PARVULOS, PRIMARIA",False
311,2,"00-12-7563-43, 00-12-9119-42",COLEGIO INTEGRAL REAL PETAPA EN INFORMATICA,"PARVULOS, PRIMARIA",False
313,2,"00-12-9412-42, 00-12-9413-45",COLEGIO MIXTO CRISTIANO LA PERSEVERANCIA,"BASICO, PARVULOS",False
318,2,"00-13-0043-46, 00-13-0939-46",ESCUELA NORMAL PARA MAESTRAS DE EDUCACIÓN PARA EL HOGAR MARION G. BOCK,DIVERSIFICADO,False
328,2,"00-13-8702-45, 00-13-8703-46",COLEGIO HEBRON,"BASICO, DIVERSIFICADO",False
319,2,"00-13-0060-42, 00-13-2287-42","EODP NO. 525 ""MAHATMA GHANDI""",PARVULOS,False
321,2,"00-13-0926-43, 00-13-2294-42",INSTITUTO EVANGELICO AMERICA LATINA,"PARVULOS, PRIMARIA",False
322,2,"00-13-2291-42, 00-13-2295-42",EPDP ANEXA A COLEGIO 'IBEROAMERICANO',PARVULOS,False
324,2,"00-13-7355-42, 00-13-7357-43",ESCUELA PRIVADA SAN JUDAS TADEO,"PARVULOS, PRIMARIA",False
325,2,"00-13-8105-42, 00-13-8106-43",COLEGIO EDUCARE JIREH,"PARVULOS, PRIMARIA",False
326,2,"00-13-8355-45, 00-13-8356-46",INSTITUTO EVANGELICO AMERICA LATINA CURSOS DE EXTENSION (POR MADUREZ),"BASICO, DIVERSIFICADO",False
327,2,"00-13-8415-42, 00-13-8416-43",COLEGIO LUTERANO AGUSTINO PADRE HORACIO CASTILLO,"PARVULOS, PRIMARIA",False
210,2,"00-07-0620-43, 00-07-7413-46",COLEGIO MIXTO 'AMSTERDAM',"DIVERSIFICADO, PRIMARIA",False
208,2,"00-07-7242-42, 00-07-7243-43",CENTRO ROSSEL EDUCATIVO,"PARVULOS, PRIMARIA",False
814,2,"01-08-9416-42, 01-08-9417-43",COLEGIO JEUS MI BUEN PASTOR,"PARVULOS, PRIMARIA",False
65,2,"00-01-7962-43, 00-01-7964-46",COLEGIO PROFESIONAL EN COMPUTACION S.A,"DIVERSIFICADO, PRIMARIA",False
50,2,"00-01-2896-46, 00-01-4610-46",INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'COLEGIO 'BROWN'S',DIVERSIFICADO,False
51,2,"00-01-3006-46, 00-01-4756-46",CENTRO CULTURAL DE AMERICA,DIVERSIFICADO,False
52,2,"00-01-7052-46, 00-01-7053-45",INSTITUTO FEDERICO CROWE,"BASICO, DIVERSIFICADO",False
53,2,"00-01-3026-43, 00-01-7069-46","CENTRO INDUSTRIAL NO 2, ANEXO ESC. NO 11 'J. MARIANO GONZALEZ'","DIVERSIFICADO, PRIMARIA",False
61,2,"00-01-7323-45, 00-01-7324-46",LICEO CRISTIANO CANTARES,"BASICO, DIVERSIFICADO",False
62,2,"00-01-7188-46, 00-01-7326-46",CENTRO PROFESIONAL DE ESTUDIOS EN COMPUTACION,DIVERSIFICADO,False
63,2,"00-01-7559-43, 00-01-7817-42",COLEGIO PROFESIONAL DE TURISMO PANAMERICANO NO.2,"PARVULOS, PRIMARIA",False
70,2,"00-01-3062-45, 00-01-8098-46",INSTITUTO 'FEDERICO CROWE',"BASICO, DIVERSIFICADO",False
46,2,"00-01-2983-46, 00-01-2984-46",COLEGIO DE COMPUTACION 'BLAISE PASCAL',DIVERSIFICADO,False
74,2,"00-01-8350-45, 00-01-8351-46",LICEO EN INFORMATICA Y CIENCIAS COMERCIALES (POR MADUREZ),"BASICO, DIVERSIFICADO",False
80,2,"00-01-0588-46, 00-01-8599-46","COLEGIO MIXTO ""INDO LATINO¨",DIVERSIFICADO,False
82,2,"00-01-8814-45, 00-01-8815-46",INSTITUTO MIXTO PARTICULAR 'COACTEMALAN',"BASICO, DIVERSIFICADO",False
84,2,"00-01-0762-46, 00-01-9020-45",INSTITUTO TECNOLÓGICO DIGITALES COMERCIALES II,"BASICO, DIVERSIFICADO",False
93,2,"00-01-9180-43, 00-01-9338-42",COLEGIO INTEGRAL EDUCAR (C.I.E),"PARVULOS, PRIMARIA",False
96,2,"00-01-0182-46, 00-01-9387-46",LICEO MIXTO CIENCIAS SECRETARIALES,DIVERSIFICADO,False
104,2,"00-01-0369-46, 00-01-9597-45",LICEO TECNOLÓGICO MAYA DE GUATEMALA,"BASICO, DIVERSIFICADO",False
47,2,"00-01-3045-45, 00-01-3045-46",CENTRO DE ESTUDIOS TECNOLOGICOS JM TECNO PRO,"BASICO, DIVERSIFICADO",False
45,2,"00-01-2983-45, 00-01-2984-45",COLEGIO DE COMPUTACION 'BLAISE PASCAL',BASICO,False
119,2,"00-02-0101-45, 00-02-0102-46",COLEGIO EL NUEVO MANANTIAL,"BASICO, DIVERSIFICADO",False
24,2,"00-01-0567-46, 00-01-0671-46","ESCUELA NORMAL PARA MAESTROS DE EDUCACIÒN MUSICAL ""JESÚS MARÍA ALVARADO""",DIVERSIFICADO,False
3,2,"00-01-0217-46, 00-01-0230-46",INSTITUTO PRIVADO PARA SEÑORITAS DE EDUCACION DIVERSIFICADA 'BILINGUE GUATEMALTECO',DIVERSIFICADO,False
4,2,"00-01-0244-45, 00-01-0244-46",INSTITUTO PARTICULAR MIXTO 'DIEGUEZ OLAVERRI',"BASICO, DIVERSIFICADO",False
5,2,"00-01-0162-46, 00-01-0264-46",INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO EDUCACIONAL GUATEMALTECO,DIVERSIFICADO,False
11,2,"00-01-0158-46, 00-01-0479-46",COLEGIO TECNICO PROGRESISTA CETECPRO,DIVERSIFICADO,False
18,2,"00-01-0569-42, 00-01-0570-43","COLEGIO INFANTIL BILINGÜE ""SANTA MÓNICA""","PARVULOS, PRIMARIA",False
19,2,"00-01-0179-46, 00-01-0594-46",ESCUELA NORMAL PARA MAESTROS DE EDUCACION MUSICAL JESUS MARIA ALVARADO,DIVERSIFICADO,False
22,2,"00-01-0658-46, 00-01-0659-46",CENTRO DE EDUCACIÓN EXTRAESCOLAR-CEEX-GRUPO CEIBA-GRUCE,DIVERSIFICADO,False
26,2,"00-01-0547-45, 00-01-0741-45","INSTITUTO MIXTO NOCTURNO DE EDUCACIÓN BÁSICA POR MADUREZ ""PEDRO ARRIAZA MATA""",BASICO,False
44,2,"00-01-2980-46, 00-01-2981-46",INSTITUTO AMERICANO DE CONOCIMIENTOS,DIVERSIFICADO,False
27,2,"00-01-0546-46, 00-01-0742-46","INSTITUTO MIXTO NOCTURNO DE EDUCACIÓN DIVERSIFICADA POR MADUREZ ""PEDRO ARRIAZA MATA""",DIVERSIFICADO,False
29,2,"00-01-0749-45, 00-01-0750-46","COLEGIO MIXTO EN COMPUTACIÓN ""IMANOL""","BASICO, DIVERSIFICADO",False
32,2,"00-01-0805-45, 00-01-0806-46","INSTITUTO MIXTO ""INDO LATINO""","BASICO, DIVERSIFICADO",False
35,2,"00-01-0632-45, 00-01-0853-46",CENTRO EDUCATIVO FE Y ALEGRÌA NO. 1,"BASICO, DIVERSIFICADO",False
40,2,"00-01-0138-43, 00-01-2434-42",LICEO SAN ANTONIO,"PARVULOS, PRIMARIA",False
42,2,"00-01-0203-46, 00-01-2760-46",INSTITUTO NACIONAL CENTRAL PARA VARONES,DIVERSIFICADO,False
43,2,"00-01-0868-46, 00-01-2868-45",INSTITUTO PROFESIONAL DE TÉCNICAS COMERCIALES ESPECIALIZADAS IPTCE,"BASICO, DIVERSIFICADO",False
111,2,"00-01-2465-46, 00-01-9821-46",INSTITUTO TECNOLOGICO FRANCISCO MARROQUIN,DIVERSIFICADO,False
123,2,"00-02-4342-43, 00-02-4343-42",CENTRO DE ESTUDIOS COPANTE,"PARVULOS, PRIMARIA",False
207,2,"00-07-4648-45, 00-07-7211-46",LICEO BILINGUE FRATERNIDAD CRISTIANA,"BASICO, DIVERSIFICADO",False
181,2,"00-07-0136-45, 00-07-0164-46",CENTRO DE EDUCACIÓN EXTRAESCOLAR ASOCIACIÓN CAMINO SEGURO,"BASICO, DIVERSIFICADO",False
161,2,"00-06-0082-45, 00-06-0083-46","LICEO DE COMPUTACIÓN C.S.S. ""ZONA 6","BASICO, DIVERSIFICADO",False
163,2,"00-06-0098-46, 00-06-0103-43",CENTRO ESTUDIANTIL FENIX CEF,"DIVERSIFICADO, PRIMARIA",False
168,2,"00-06-8624-42, 00-06-8625-43",COLEGIO MIXTO BILINGUE 'LA CAMPANITA',"PARVULOS, PRIMARIA",False
170,2,"00-06-8706-45, 00-06-9556-46","COLEGIO CRISTIANO ""TORRICELLI""","BASICO, DIVERSIFICADO",False
172,2,"00-07-0001-45, 00-07-0002-46",COLEGIO BILINGUE DE COMPUTACION C.B.C.,"BASICO, DIVERSIFICADO",False
175,2,"00-07-0124-43, 00-07-0125-42",COLEGIO CAB GUATEMALA,"PARVULOS, PRIMARIA",False
177,2,"00-07-0142-42, 00-07-0143-43",COLEGIO EL CORDERO,"PARVULOS, PRIMARIA",False
189,2,"00-07-0129-46, 00-07-0228-46","INSTITUTO TECNOLÓGICO EN ESTUDIOS DIVERSIFICADOS ""SAN JUAN""",DIVERSIFICADO,False
156,2,"00-06-0032-46, 00-06-0033-46","INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""CARLOS BENJAMIN PAIZ AYALA""",DIVERSIFICADO,False
194,2,"00-07-0639-45, 00-07-0641-45",INEB MIGUEL GARCIA GRANADOS,BASICO,False
196,2,"00-07-2968-43, 00-07-2969-42",COLEGIO CRISTIANO 'ELIM',"PARVULOS, PRIMARIA",False
197,2,"00-07-2990-42, 00-07-2990-43",COLEGIO MONTE SOL,"PARVULOS, PRIMARIA",False
200,2,"00-07-3129-42, 00-07-3129-43",COLEGIO MIXTO EVANGELICO 'MANANTIAL DE VIDA',"PARVULOS, PRIMARIA",False
203,2,"00-07-6910-46, 00-07-6925-45",COLEGIO INTEGRAL DE INFORMATICA,"BASICO, DIVERSIFICADO",False
204,2,"00-07-6924-43, 00-07-6951-45",INSTITUTO MIXTO PARTICULAR ATANASIO TZUL,"BASICO, PRIMARIA",False
205,2,"00-07-6907-46, 00-07-6985-45",LICEO AMERICANO TECNOLOGICO DE COMPUTACION,"BASICO, DIVERSIFICADO",False
159,2,"00-06-0056-46, 00-06-0079-46","ESCUELA EXPERIMENTAL CON ORIENTACIÓN OCUPACIONAL ""VILLA DE LOS NIÑOS""",DIVERSIFICADO,False
153,2,"00-05-8882-42, 00-05-9060-43",JARDIN INFANTIL BAMBI,"PARVULOS, PRIMARIA",False
124,2,"00-02-7079-46, 00-02-7094-45",CPUM COLEGIO MIXTO CRISTIANO EN COMPUTACION 'LAS AMERICAS',"BASICO, DIVERSIFICADO",False
140,2,"00-03-8340-45, 00-03-8342-46",ASOCIACION DE ALFABETIZACION Y SUPERACION INTEGRAL CRISTIANA (POR MADUREZ),"BASICO, DIVERSIFICADO",False
127,2,"00-02-9297-42, 00-02-9337-43",COLEGIO EL DESARROLLO,"PARVULOS, PRIMARIA",False
130,2,"00-03-0038-45, 00-03-0046-46",FUNDACIÓN AMG INTERNACIONAL (AVANCE DEL MINISTERIO DEL EVANGELICO),"BASICO, DIVERSIFICADO",False
131,2,"00-03-0366-45, 00-03-2210-43","LICEO TECNOLÓGICO ""EL HOGAR""","BASICO, PRIMARIA",False
134,2,"00-03-2878-45, 00-03-4639-46",COLEGIO MIXTO 'CRISTIANO GUATEMALTECO',"BASICO, DIVERSIFICADO",False
135,2,"00-03-2181-43, 00-03-7038-46",EPUM CRISTIANA 'VIDA',"DIVERSIFICADO, PRIMARIA",False
137,2,"00-03-7141-43, 00-03-7144-46",EPUM CRISTIANA 'VIDA',"DIVERSIFICADO, PRIMARIA",False
139,2,"00-03-8339-45, 00-03-8341-46",ASOCIACION DE ALFABETIZACION Y SUPERACION INTEGRAL CRISTIANA,"BASICO, DIVERSIFICADO",False
141,2,"00-03-0034-46, 00-03-8578-45",COLEGIO TÉCNICO MODERNO,"BASICO, DIVERSIFICADO",False
152,2,"00-05-7799-45, 00-05-8941-46",ESCUELA MILITAR DE MUSICA MAESTRO RAFAEL ALVAREZ OVALLE,"BASICO, DIVERSIFICADO",False
143,2,"00-04-2213-43, 00-04-2480-42",'LICEO SAN MARCO',"PARVULOS, PRIMARIA",False
144,2,"00-05-0399-42, 00-05-0432-43",LICEO GUATEMALA,"PARVULOS, PRIMARIA",False
145,2,"00-05-0457-45, 00-05-0457-46",ESCUELA PROFESIONAL SAN VICENTE DE PAUL,"BASICO, DIVERSIFICADO",False
