CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
00-01-7152-46,01-307,CIUDAD CAPITAL,ZONA 1,COLEGIO 'PRACTICO SECRETARIAL',4A. CALLE 0-35,22328643,NORMA ARACELY PALOMO FRANCO DE DIAZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-7153-46,01-307,CIUDAD CAPITAL,ZONA 1,COLEGIO 'PRACTICO SECRETARIAL',4A. CALLE 0-35 ZONA 1.,22328643,NORMA ARACELY PALOMO FRANCO DE DIAZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-7154-46,01-01-0042,CIUDAD CAPITAL,ZONA 1,COLEGIO  PRACTICO SECRETARIAL,4A. CALLE 0-35,58117466,CARLOS HUMBERTO GONZALEZ DE LEON,HÉCTOR HUGO LIMA CONDE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-7160-46,01-01-0040,CIUDAD CAPITAL,ZONA 1,LICEO PROFESIONAL EN COMPUTACION Y CIENCIAS COMERCIALES,2A. AV. 10-69,22320092,AMADO SALOMON FLORES PEREZ,ROBIN ALEXANDER MONTALVO HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-7161-46,01-01-0040,CIUDAD CAPITAL,ZONA 1,LICEO PROFESIONAL EN COMPUTACION Y CIENCIAS COMERCIALES,2A. AV. 10-69,22320092,AMADO SALOMON FLORES PEREZ,ROBIN ALEXANDER MONTALVO HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-7162-46,,CIUDAD CAPITAL,ZONA 1,LICEO PROFESIONAL EN COMPUTACION Y CIENCIAS COMERCIALES,2A. AV. 10-69 ZONA 1,"251-7968,232-5955",,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-7163-46,01-403,CIUDAD CAPITAL,ZONA 1,LICEO PROFESIONAL EN COMPUTACION Y CIENCIAS COMERCIALES,2A. AV. 10-69,22325955,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,ROBIN ALEXANDER MONTALVO HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-7164-46,,CIUDAD CAPITAL,ZONA 1,'CENTRO CULTURAL DE LAS AMERICAS',15 CALLE 2-59 ZONA 1,22321656,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-7165-46,,CIUDAD CAPITAL,ZONA 1,CENTRO DE ENSEÑANZA SUPERIOR BILINGUE EN COMPUTACION 'C.E.S.B.I.C',4TA. CALLE 10-26 ZONA 1,22325851,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-7166-45,,CIUDAD CAPITAL,ZONA 1,CENTRO DE ENSEÑANZA SUPERIOR BILINGUE EN COMPUTACION C.E.S.B.I.C,4TA. CALLE 10-26,22325851,,,BASICO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-7169-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO TECNICO,11A. CALLE 11-26,22323144,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,,BASICO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
